Date,Open,High,Low,Close,Adj Close,Volume
1962-02-26,0.860082,0.874486,0.849794,0.864198,0.159661,680400
1962-02-27,0.864198,0.888889,0.858025,0.874486,0.161562,668000
1962-02-28,0.874486,0.882716,0.874486,0.882716,0.163083,303600
1962-03-01,0.882716,0.888889,0.853909,0.872428,0.161182,722600
1962-03-02,0.872428,0.880658,0.858025,0.864198,0.159661,583200
1962-03-05,0.862140,0.862140,0.849794,0.862140,0.159281,418800
1962-03-06,0.860082,0.860082,0.831276,0.833333,0.153959,868400
1962-03-07,0.833333,0.843621,0.831276,0.831276,0.153579,625400
1962-03-08,0.831276,0.855967,0.831276,0.847737,0.156620,595200
1962-03-09,0.847737,0.858025,0.841564,0.843621,0.155860,279200
1962-03-12,0.845679,0.853909,0.845679,0.849794,0.157000,218600
1962-03-13,0.849794,0.849794,0.839506,0.847737,0.156620,291600
1962-03-14,0.847737,0.862140,0.843621,0.847737,0.156620,583200
1962-03-15,0.847737,0.855967,0.835391,0.835391,0.154339,370200
1962-03-16,0.835391,0.847737,0.831276,0.833333,0.153959,327800
1962-03-19,0.833333,0.835391,0.816872,0.818930,0.151298,649800
1962-03-20,0.818930,0.827160,0.816872,0.816872,0.150918,588800
1962-03-21,0.816872,0.820988,0.816872,0.816872,0.150918,528200
1962-03-22,0.816872,0.833333,0.816872,0.829218,0.153199,340200
1962-03-23,0.829218,0.835391,0.827160,0.829218,0.153199,406800
1962-03-26,0.829218,0.833333,0.827160,0.827160,0.152819,273000
1962-03-27,0.827160,0.839506,0.825103,0.833333,0.153959,309600
1962-03-28,0.833333,0.837449,0.833333,0.835391,0.154339,230600
1962-03-29,0.837449,0.845679,0.837449,0.839506,0.155100,370200
1962-03-30,0.839506,0.839506,0.825103,0.825103,0.152439,297200
1962-04-02,0.825103,0.833333,0.816872,0.827160,0.152819,388800
1962-04-03,0.823045,0.823045,0.792181,0.810700,0.149778,686000
1962-04-04,0.810700,0.810700,0.788066,0.790123,0.145976,406800
1962-04-05,0.790123,0.798354,0.767490,0.798354,0.147497,601200
1962-04-06,0.798354,0.806584,0.792181,0.792181,0.146356,333800
1962-04-09,0.792181,0.804527,0.777778,0.777778,0.143695,303600
1962-04-10,0.777778,0.779835,0.773663,0.773663,0.142935,291600
1962-04-11,0.786008,0.802469,0.786008,0.796296,0.147117,145800
1962-04-12,0.790123,0.790123,0.767490,0.771605,0.142555,364400
1962-04-13,0.771605,0.788066,0.759259,0.783951,0.144836,461600
1962-04-16,0.783951,0.788066,0.767490,0.771605,0.142555,303600
1962-04-17,0.771605,0.771605,0.765432,0.769547,0.142175,321600
1962-04-18,0.769547,0.786008,0.769547,0.777778,0.143695,394400
1962-04-19,0.777778,0.802469,0.777778,0.796296,0.147117,206400
1962-04-23,0.796296,0.812757,0.796296,0.812757,0.150158,364400
1962-04-24,0.812757,0.823045,0.810700,0.810700,0.149778,795600
1962-04-25,0.810700,0.814815,0.792181,0.800412,0.147877,498000
1962-04-26,0.800412,0.804527,0.767490,0.769547,0.142175,449400
1962-04-27,0.769547,0.777778,0.759259,0.763375,0.141034,923400
1962-04-30,0.763375,0.777778,0.736625,0.740741,0.136853,826200
1962-05-01,0.740741,0.773663,0.730453,0.773663,0.142935,1220600
1962-05-02,0.773663,0.783951,0.767490,0.781893,0.144455,1069200
1962-05-03,0.781893,0.783951,0.777778,0.777778,0.143695,601200
1962-05-04,0.777778,0.781893,0.769547,0.773663,0.142935,279200
1962-05-07,0.775720,0.779835,0.775720,0.777778,0.143695,340200
1962-05-08,0.771605,0.771605,0.744856,0.744856,0.139085,674000
1962-05-09,0.744856,0.744856,0.736625,0.738683,0.137932,558800
1962-05-10,0.738683,0.738683,0.730453,0.738683,0.137932,710400
1962-05-11,0.738683,0.753086,0.726337,0.728395,0.136011,558800
1962-05-14,0.728395,0.730453,0.693416,0.726337,0.135627,1470000
1962-05-15,0.748971,0.771605,0.748971,0.751029,0.140237,972000
1962-05-16,0.751029,0.759259,0.740741,0.742798,0.138700,680400
1962-05-17,0.742798,0.751029,0.726337,0.740741,0.138316,899000
1962-05-18,0.740741,0.740741,0.726337,0.740741,0.138316,315800
1962-05-21,0.738683,0.738683,0.726337,0.728395,0.136011,267200
1962-05-22,0.728395,0.732510,0.705761,0.711934,0.132937,631800
1962-05-23,0.709877,0.709877,0.681070,0.691358,0.129095,1032600
1962-05-24,0.683128,0.683128,0.648148,0.664609,0.124100,2022600
1962-05-25,0.664609,0.670782,0.646091,0.656379,0.122564,1542800
1962-05-28,0.656379,0.672840,0.580247,0.592593,0.110653,2114000
1962-05-29,0.592593,0.753086,0.578189,0.672840,0.125637,4215800
1962-05-31,0.693416,0.748971,0.693416,0.711934,0.132937,3547800
1962-06-01,0.711934,0.720165,0.691358,0.716049,0.133706,1287800
1962-06-04,0.695473,0.695473,0.660494,0.662551,0.123716,1494200
1962-06-05,0.662551,0.703704,0.658436,0.697531,0.130248,1664400
1962-06-06,0.699588,0.722222,0.699588,0.711934,0.132937,886800
1962-06-07,0.707819,0.707819,0.695473,0.695473,0.129864,649800
1962-06-08,0.695473,0.703704,0.695473,0.697531,0.130248,340200
1962-06-11,0.691358,0.691358,0.674897,0.683128,0.127558,698400
1962-06-12,0.679012,0.679012,0.666667,0.666667,0.124485,795600
1962-06-13,0.666667,0.670782,0.650206,0.650206,0.121411,1397000
1962-06-14,0.650206,0.662551,0.625514,0.627572,0.117185,1494200
1962-06-15,0.627572,0.672840,0.621399,0.670782,0.125253,1876800
1962-06-18,0.670782,0.691358,0.652263,0.674897,0.126021,801800
1962-06-19,0.674897,0.681070,0.660494,0.670782,0.125253,467400
1962-06-20,0.670782,0.687243,0.670782,0.672840,0.125637,449400
1962-06-21,0.662551,0.662551,0.650206,0.652263,0.121795,795600
1962-06-22,0.639918,0.639918,0.619342,0.621399,0.116032,1524600
1962-06-25,0.621399,0.639918,0.602881,0.631687,0.117953,1451600
1962-06-26,0.631687,0.650206,0.627572,0.631687,0.117953,789600
1962-06-27,0.631687,0.639918,0.627572,0.637860,0.119106,449400
1962-06-28,0.641975,0.672840,0.641975,0.660494,0.123332,929000
1962-06-29,0.660494,0.676955,0.660494,0.670782,0.125253,1038600
1962-07-02,0.670782,0.681070,0.668724,0.676955,0.126406,613200
1962-07-03,0.676955,0.691358,0.674897,0.689300,0.128711,1014200
1962-07-05,0.689300,0.699588,0.683128,0.689300,0.128711,686000
1962-07-06,0.689300,0.689300,0.658436,0.664609,0.124100,831800
1962-07-09,0.664609,0.679012,0.658436,0.664609,0.124100,473600
1962-07-10,0.681070,0.697531,0.681070,0.681070,0.127174,1074800
1962-07-11,0.681070,0.687243,0.676955,0.685185,0.127942,491600
1962-07-12,0.685185,0.693416,0.679012,0.679012,0.126790,801800
1962-07-13,0.679012,0.687243,0.676955,0.681070,0.127174,400800
1962-07-16,0.676955,0.676955,0.664609,0.664609,0.124100,522200
1962-07-17,0.664609,0.668724,0.644033,0.648148,0.121027,668000
1962-07-18,0.648148,0.650206,0.637860,0.644033,0.120258,601200
1962-07-19,0.644033,0.652263,0.639918,0.646091,0.120642,364400
1962-07-20,0.646091,0.662551,0.646091,0.660494,0.123332,425000
1962-07-23,0.660494,0.670782,0.654321,0.654321,0.122179,291600
1962-07-24,0.654321,0.654321,0.644033,0.648148,0.121027,267200
1962-07-25,0.646091,0.652263,0.646091,0.648148,0.121027,194400
1962-07-26,0.648148,0.656379,0.629630,0.648148,0.121027,449400
1962-07-27,0.648148,0.660494,0.646091,0.652263,0.121795,425000
1962-07-30,0.656379,0.666667,0.656379,0.666667,0.124485,261000
1962-07-31,0.668724,0.687243,0.668724,0.674897,0.126021,1008200
1962-08-01,0.670782,0.687243,0.670782,0.674897,0.126021,279200
1962-08-02,0.674897,0.685185,0.668724,0.674897,0.126021,686000
1962-08-03,0.674897,0.681070,0.670782,0.674897,0.126021,595200
1962-08-06,0.666667,0.666667,0.635802,0.639918,0.119490,917000
1962-08-07,0.635802,0.635802,0.625514,0.631687,0.117953,753200
1962-08-08,0.629630,0.648148,0.629630,0.648148,0.121027,692400
1962-08-09,0.646091,0.646091,0.635802,0.639918,0.119490,522200
1962-08-10,0.639918,0.648148,0.627572,0.635802,0.118721,923400
1962-08-13,0.635802,0.646091,0.635802,0.639918,0.121057,583200
1962-08-14,0.644033,0.662551,0.644033,0.660494,0.124949,1190600
1962-08-15,0.660494,0.670782,0.650206,0.664609,0.125728,996200
1962-08-16,0.664609,0.699588,0.660494,0.691358,0.130788,2211200
1962-08-17,0.693416,0.730453,0.693416,0.716049,0.135459,2946000
1962-08-20,0.716049,0.722222,0.693416,0.693416,0.131177,1239200
1962-08-21,0.693416,0.711934,0.693416,0.707819,0.133902,722600
1962-08-22,0.707819,0.711934,0.693416,0.707819,0.133902,722600
1962-08-23,0.707819,0.726337,0.697531,0.697531,0.131956,1099200
1962-08-24,0.697531,0.701646,0.691358,0.691358,0.130788,783200
1962-08-27,0.691358,0.693416,0.670782,0.681070,0.128842,2071200
1962-08-28,0.679012,0.679012,0.662551,0.666667,0.126117,680400
1962-08-29,0.666667,0.668724,0.662551,0.668724,0.126506,449400
1962-08-30,0.668724,0.668724,0.652263,0.654321,0.123782,625400
1962-08-31,0.654321,0.668724,0.654321,0.666667,0.126117,692400
1962-09-04,0.666667,0.670782,0.652263,0.652263,0.123392,656000
1962-09-05,0.652263,0.662551,0.652263,0.654321,0.123782,516000
1962-09-06,0.654321,0.662551,0.654321,0.656379,0.124171,376400
1962-09-07,0.656379,0.662551,0.654321,0.654321,0.123782,540200
1962-09-10,0.654321,0.658436,0.652263,0.656379,0.124171,157800
1962-09-11,0.660494,0.689300,0.660494,0.676955,0.128063,686000
1962-09-12,0.676955,0.683128,0.670782,0.672840,0.127285,486000
1962-09-13,0.672840,0.683128,0.670782,0.672840,0.127285,340200
1962-09-14,0.672840,0.681070,0.662551,0.676955,0.128063,850400
1962-09-17,0.676955,0.693416,0.670782,0.670782,0.126895,899000
1962-09-18,0.670782,0.681070,0.658436,0.658436,0.124560,90800
1962-09-19,0.658436,0.668724,0.656379,0.662551,0.125339,358200
1962-09-20,0.658436,0.658436,0.641975,0.650206,0.123003,1074800
1962-09-21,0.650206,0.656379,0.637860,0.641975,0.121446,959600
1962-09-24,0.635802,0.635802,0.609053,0.621399,0.117554,1293600
1962-09-25,0.635802,0.635802,0.611111,0.629630,0.119111,716600
1962-09-26,0.629630,0.646091,0.619342,0.627572,0.118721,862400
1962-09-27,0.627572,0.641975,0.621399,0.627572,0.118721,504000
1962-09-28,0.627572,0.631687,0.619342,0.625514,0.118332,710400
1962-10-01,0.625514,0.625514,0.600823,0.602881,0.114050,643800
1962-10-02,0.606996,0.623457,0.606996,0.615226,0.116386,510200
1962-10-03,0.615226,0.619342,0.606996,0.609053,0.115218,479600
1962-10-04,0.613169,0.627572,0.613169,0.625514,0.118332,364400
1962-10-05,0.631687,0.644033,0.631687,0.644033,0.121835,576800
1962-10-08,0.644033,0.652263,0.641975,0.650206,0.123003,243000
1962-10-09,0.650206,0.654321,0.644033,0.648148,0.122614,431000
1962-10-10,0.648148,0.654321,0.641975,0.641975,0.121446,376400
1962-10-11,0.639918,0.639918,0.629630,0.633745,0.119889,273000
1962-10-12,0.633745,0.635802,0.627572,0.631687,0.119500,388800
1962-10-15,0.631687,0.639918,0.627572,0.639918,0.121057,255000
1962-10-16,0.639918,0.648148,0.635802,0.635802,0.120278,297200
1962-10-17,0.629630,0.637860,0.629630,0.633745,0.119889,491600
1962-10-18,0.629630,0.629630,0.619342,0.619342,0.117164,333800
1962-10-19,0.619342,0.623457,0.602881,0.609053,0.115218,607400
1962-10-22,0.609053,0.623457,0.598765,0.613169,0.115997,1032600
1962-10-23,0.613169,0.656379,0.613169,0.615226,0.116386,1810200
1962-10-24,0.615226,0.639918,0.615226,0.639918,0.121057,759000
1962-10-25,0.637860,0.637860,0.627572,0.629630,0.119111,406800
1962-10-26,0.627572,0.627572,0.619342,0.619342,0.117164,255000
1962-10-29,0.619342,0.627572,0.617284,0.617284,0.116775,340200
1962-10-30,0.617284,0.625514,0.602881,0.625514,0.118332,856200
1962-10-31,0.625514,0.637860,0.619342,0.629630,0.119111,656000
1962-11-01,0.629630,0.633745,0.621399,0.633745,0.119889,394400
1962-11-02,0.633745,0.650206,0.627572,0.644033,0.121835,1099200
1962-11-05,0.644033,0.646091,0.625514,0.629630,0.120652,649800
1962-11-07,0.629630,0.631687,0.617284,0.625514,0.119864,996200
1962-11-08,0.625514,0.670782,0.619342,0.662551,0.126961,2897400
1962-11-09,0.662551,0.691358,0.658436,0.689300,0.132087,2527200
1962-11-12,0.689300,0.693416,0.666667,0.674897,0.129327,1397000
1962-11-13,0.674897,0.676955,0.650206,0.662551,0.126961,984000
1962-11-14,0.662551,0.689300,0.660494,0.687243,0.131692,1056800
1962-11-15,0.687243,0.705761,0.676955,0.703704,0.134847,2514800
1962-11-16,0.703704,0.705761,0.674897,0.687243,0.131692,1688600
1962-11-19,0.687243,0.693416,0.685185,0.689300,0.132087,425000
1962-11-20,0.689300,0.697531,0.676955,0.679012,0.130115,583200
1962-11-21,0.679012,0.689300,0.676955,0.681070,0.130510,479600
1962-11-23,0.681070,0.697531,0.674897,0.689300,0.132087,996200
1962-11-26,0.646091,0.646091,0.625514,0.644033,0.123412,5898600
1962-11-27,0.644033,0.652263,0.633745,0.633745,0.121441,2028800
1962-11-28,0.633745,0.644033,0.633745,0.635802,0.121835,1871000
1962-11-29,0.635802,0.644033,0.633745,0.644033,0.123412,1737200
1962-11-30,0.642489,0.642489,0.635802,0.639918,0.122624,1123400
1962-12-03,0.639918,0.639918,0.633745,0.635802,0.121835,546600
1962-12-04,0.635802,0.652263,0.635802,0.644033,0.123412,1324200
1962-12-05,0.644033,0.662551,0.639918,0.652263,0.124990,2010600
1962-12-06,0.652263,0.652263,0.644033,0.646091,0.123807,558800
1962-12-07,0.646091,0.652263,0.641975,0.641975,0.123018,686000
1962-12-10,0.641975,0.646091,0.629630,0.633745,0.121441,680400
1962-12-11,0.633745,0.637860,0.629630,0.633745,0.121441,443000
1962-12-12,0.633745,0.644033,0.627572,0.635802,0.121835,917000
1962-12-13,0.635802,0.635802,0.629630,0.629630,0.120652,394400
1962-12-14,0.629630,0.633745,0.625514,0.631687,0.121047,394400
1962-12-17,0.631687,0.633745,0.613169,0.613169,0.117498,1056800
1962-12-18,0.613169,0.613169,0.602881,0.604938,0.115921,917000
1962-12-19,0.604938,0.606996,0.600823,0.606996,0.116315,734600
1962-12-20,0.606996,0.621399,0.604938,0.613169,0.117498,704600
1962-12-21,0.613169,0.619342,0.606996,0.609053,0.116710,643800
1962-12-24,0.609053,0.617284,0.606996,0.617284,0.118287,413000
1962-12-26,0.617284,0.619342,0.611111,0.617284,0.118287,413000
1962-12-27,0.617284,0.619342,0.611111,0.611111,0.117104,637400
1962-12-28,0.611111,0.613169,0.606996,0.606996,0.116315,880400
1962-12-31,0.606996,0.611111,0.606996,0.611111,0.117104,1123400
1963-01-02,0.611111,0.617284,0.609053,0.613169,0.117498,364400
1963-01-03,0.613169,0.629630,0.611111,0.629630,0.120652,607400
1963-01-04,0.629630,0.635802,0.627572,0.633745,0.121441,783200
1963-01-07,0.633745,0.637860,0.627572,0.633745,0.121441,801800
1963-01-08,0.633745,0.635802,0.625514,0.627572,0.120258,668000
1963-01-09,0.627572,0.633745,0.617284,0.617284,0.118287,498000
1963-01-10,0.617284,0.619342,0.602881,0.604938,0.115921,1372800
1963-01-11,0.609053,0.637860,0.609053,0.627572,0.120258,1524600
1963-01-14,0.629630,0.652263,0.629630,0.641975,0.123018,1488000
1963-01-15,0.641975,0.648148,0.635802,0.637860,0.122230,680400
1963-01-16,0.637860,0.641975,0.625514,0.625514,0.119864,418800
1963-01-17,0.625514,0.639918,0.625514,0.639918,0.122624,382400
1963-01-18,0.639918,0.641975,0.635802,0.639918,0.122624,388800
1963-01-21,0.639918,0.644033,0.631687,0.644033,0.123412,595200
1963-01-22,0.646091,0.656379,0.646091,0.654321,0.125384,1324200
1963-01-23,0.654321,0.656379,0.644033,0.648148,0.124201,558800
1963-01-24,0.648148,0.648148,0.639918,0.639918,0.122624,856200
1963-01-25,0.639918,0.639918,0.629630,0.635802,0.121835,588800
1963-01-28,0.635802,0.641975,0.633745,0.637860,0.122230,984000
1963-01-29,0.635802,0.635802,0.627572,0.631687,0.121047,528200
1963-01-30,0.631687,0.635802,0.629630,0.631687,0.121047,461600
1963-01-31,0.631687,0.644033,0.631687,0.644033,0.123412,656000
1963-02-01,0.644033,0.656379,0.641975,0.656379,0.125778,643800
1963-02-04,0.656379,0.664609,0.650206,0.650206,0.124595,959600
1963-02-05,0.650206,0.654321,0.644033,0.654321,0.125384,376400
1963-02-06,0.654321,0.654321,0.644033,0.644033,0.124984,345800
1963-02-07,0.646091,0.652263,0.646091,0.646091,0.125384,285200
1963-02-08,0.646091,0.648148,0.637860,0.644033,0.124984,510200
1963-02-11,0.646091,0.652263,0.646091,0.646091,0.125384,528200
1963-02-12,0.646091,0.648148,0.641975,0.641975,0.124585,431000
1963-02-13,0.641975,0.652263,0.641975,0.641975,0.124585,467400
1963-02-14,0.641975,0.650206,0.635802,0.635802,0.123387,546600
1963-02-15,0.635802,0.639918,0.633745,0.635802,0.123387,376400
1963-02-18,0.635802,0.644033,0.631687,0.633745,0.122988,358200
1963-02-19,0.633745,0.633745,0.621399,0.623457,0.120991,680400
1963-02-20,0.623457,0.623457,0.617284,0.617284,0.119793,418800
1963-02-21,0.617284,0.621399,0.613169,0.621399,0.120592,413000
1963-02-25,0.623457,0.637860,0.623457,0.625514,0.121391,431000
1963-02-26,0.625514,0.662551,0.623457,0.656379,0.127380,2022600
1963-02-27,0.656379,0.664609,0.629630,0.637860,0.123787,3256200
1963-02-28,0.635802,0.635802,0.629630,0.629630,0.122189,862400
1963-03-01,0.629630,0.633745,0.627572,0.631687,0.122589,406800
1963-03-04,0.631687,0.639918,0.631687,0.635802,0.123387,443000
1963-03-05,0.635802,0.639918,0.633745,0.633745,0.122988,248600
1963-03-06,0.633745,0.635802,0.629630,0.629630,0.122189,243000
1963-03-07,0.629630,0.633745,0.625514,0.627572,0.121790,564600
1963-03-08,0.627572,0.627572,0.623457,0.625514,0.121391,345800
1963-03-11,0.625514,0.631687,0.621399,0.621399,0.120592,528200
1963-03-12,0.621399,0.621399,0.602881,0.609053,0.118196,1196400
1963-03-13,0.606996,0.606996,0.600823,0.602881,0.116998,1044800
1963-03-14,0.602881,0.604938,0.600823,0.600823,0.116599,504000
1963-03-15,0.600823,0.613169,0.600823,0.604938,0.117398,686000
1963-03-18,0.604938,0.613169,0.602881,0.604938,0.117398,352200
1963-03-19,0.604938,0.606996,0.600823,0.600823,0.116599,516000
1963-03-20,0.600823,0.604938,0.600823,0.600823,0.116599,570800
1963-03-21,0.600823,0.602881,0.596708,0.596708,0.115800,285200
1963-03-22,0.596708,0.600823,0.592593,0.594650,0.115401,911000
1963-03-25,0.592593,0.592593,0.580247,0.586420,0.113804,674000
1963-03-26,0.582305,0.582305,0.578189,0.578189,0.112206,1008200
1963-03-27,0.594650,0.617284,0.594650,0.615226,0.119394,1609400
1963-03-28,0.615226,0.615226,0.596708,0.602881,0.116998,886800
1963-03-29,0.600823,0.600823,0.596708,0.596708,0.115800,358200
1963-04-01,0.596708,0.600823,0.594650,0.598765,0.116200,437400
1963-04-02,0.598765,0.600823,0.594650,0.600823,0.116599,352200
1963-04-03,0.600823,0.600823,0.594650,0.600823,0.116599,558800
1963-04-04,0.600823,0.604938,0.598765,0.600823,0.116599,540200
1963-04-05,0.600823,0.621399,0.598765,0.619342,0.120193,1154000
1963-04-08,0.619342,0.625514,0.611111,0.615226,0.119394,631800
1963-04-09,0.611111,0.611111,0.602881,0.609053,0.118196,413000
1963-04-10,0.609053,0.611111,0.602881,0.604938,0.117398,491600
1963-04-11,0.604938,0.611111,0.598765,0.609053,0.118196,607400
1963-04-15,0.609053,0.613169,0.598765,0.598765,0.116200,601200
1963-04-16,0.606996,0.617284,0.606996,0.613169,0.118995,771200
1963-04-17,0.613169,0.629630,0.611111,0.625514,0.121391,1038600
1963-04-18,0.625514,0.633745,0.621399,0.631687,0.122589,437400
1963-04-19,0.629630,0.629630,0.619342,0.627572,0.121790,522200
1963-04-22,0.627572,0.627572,0.617284,0.617284,0.119793,297200
1963-04-23,0.617284,0.619342,0.611111,0.611111,0.118596,248600
1963-04-24,0.613169,0.619342,0.613169,0.613169,0.118995,437400
1963-04-25,0.613169,0.615226,0.606996,0.609053,0.118196,504000
1963-04-26,0.609053,0.615226,0.606996,0.611111,0.118596,358200
1963-04-29,0.611111,0.615226,0.609053,0.609053,0.118196,443000
1963-04-30,0.609053,0.609053,0.604938,0.609053,0.118196,358200
1963-05-01,0.609053,0.615226,0.604938,0.611111,0.118596,479600
1963-05-02,0.611111,0.617284,0.611111,0.613169,0.118995,631800
1963-05-03,0.615226,0.623457,0.615226,0.621399,0.120592,923400
1963-05-06,0.617284,0.617284,0.611111,0.615226,0.119394,643800
1963-05-07,0.615226,0.615226,0.592593,0.592593,0.115002,722600
1963-05-08,0.592593,0.606996,0.592593,0.602881,0.116998,692400
1963-05-09,0.602881,0.613169,0.600823,0.611111,0.118596,613200
1963-05-10,0.611111,0.617284,0.606996,0.613169,0.118995,388800
1963-05-13,0.613169,0.621399,0.611111,0.611111,0.118596,498000
1963-05-14,0.609053,0.609053,0.600823,0.600823,0.118191,418800
1963-05-15,0.600823,0.606996,0.598765,0.600823,0.118191,491600
1963-05-16,0.602881,0.609053,0.602881,0.602881,0.118595,431000
1963-05-17,0.602881,0.606996,0.600823,0.604938,0.119000,406800
1963-05-20,0.604938,0.606996,0.602881,0.602881,0.118595,455400
1963-05-21,0.602881,0.611111,0.600823,0.609053,0.119810,965600
1963-05-22,0.609053,0.621399,0.606996,0.619342,0.121833,619400
1963-05-23,0.617284,0.617284,0.611111,0.613169,0.120619,236600
1963-05-24,0.613169,0.617284,0.611111,0.611111,0.120214,376400
1963-05-27,0.611111,0.619342,0.606996,0.606996,0.119405,413000
1963-05-28,0.606996,0.609053,0.602881,0.602881,0.118595,188000
1963-05-29,0.602881,0.611111,0.600823,0.604938,0.119000,473600
1963-05-31,0.604938,0.617284,0.604938,0.604938,0.119000,327800
1963-06-03,0.604938,0.606996,0.600823,0.600823,0.118191,431000
1963-06-04,0.600823,0.600823,0.594650,0.594650,0.116976,649800
1963-06-05,0.594650,0.613169,0.586420,0.613169,0.120619,1555200
1963-06-06,0.613169,0.615226,0.604938,0.606996,0.119405,552600
1963-06-07,0.606996,0.606996,0.600823,0.602881,0.118595,364400
1963-06-10,0.602881,0.604938,0.594650,0.594650,0.116976,297200
1963-06-11,0.594650,0.594650,0.588477,0.588477,0.115762,486000
1963-06-12,0.588477,0.602881,0.588477,0.594650,0.116976,449400
1963-06-13,0.594650,0.598765,0.590535,0.592593,0.116572,461600
1963-06-14,0.592593,0.592593,0.588477,0.588477,0.115762,175800
1963-06-17,0.588477,0.590535,0.586420,0.588477,0.115762,230600
1963-06-18,0.588477,0.590535,0.588477,0.588477,0.115762,224400
1963-06-19,0.588477,0.588477,0.584362,0.584362,0.114952,467400
1963-06-20,0.584362,0.586420,0.580247,0.584362,0.114952,309600
1963-06-21,0.584362,0.588477,0.582305,0.586420,0.115357,352200
1963-06-24,0.586420,0.596708,0.584362,0.590535,0.116167,303600
1963-06-25,0.590535,0.592593,0.586420,0.588477,0.115762,327800
1963-06-26,0.588477,0.588477,0.584362,0.584362,0.114952,473600
1963-06-27,0.584362,0.590535,0.580247,0.582305,0.114548,327800
1963-06-28,0.582305,0.584362,0.580247,0.582305,0.114548,224400
1963-07-01,0.582305,0.586420,0.580247,0.580247,0.114143,358200
1963-07-02,0.580247,0.586420,0.580247,0.582305,0.114548,327800
1963-07-03,0.582305,0.588477,0.580247,0.588477,0.115762,212400
1963-07-05,0.588477,0.590535,0.584362,0.586420,0.115357,273000
1963-07-08,0.586420,0.586420,0.580247,0.580247,0.114143,358200
1963-07-09,0.580247,0.586420,0.580247,0.582305,0.114548,224400
1963-07-10,0.582305,0.584362,0.580247,0.580247,0.114143,206400
1963-07-11,0.580247,0.584362,0.578189,0.578189,0.113738,297200
1963-07-12,0.578189,0.578189,0.549383,0.559671,0.110095,1360800
1963-07-15,0.559671,0.559671,0.543210,0.545267,0.107262,753200
1963-07-16,0.545267,0.549383,0.545267,0.547325,0.107667,588800
1963-07-17,0.547325,0.555556,0.545267,0.547325,0.107667,747000
1963-07-18,0.547325,0.553498,0.547325,0.551440,0.108476,406800
1963-07-19,0.551440,0.551440,0.547325,0.549383,0.108072,358200
1963-07-22,0.549383,0.549383,0.537037,0.543210,0.106857,455400
1963-07-23,0.543210,0.545267,0.534979,0.541152,0.106453,473600
1963-07-24,0.537037,0.537037,0.528807,0.530864,0.104429,601200
1963-07-25,0.528807,0.528807,0.508230,0.510288,0.100381,1251200
1963-07-26,0.510288,0.524691,0.502058,0.522634,0.102810,1099200
